PERMNO,date,TICKER,VOL,RET,ALTPRC,RETX
12060,2010-01-29,GE,16032088,0.062789,16.08000,0.062789
12060,2010-02-26,GE,14084104,0.004975,16.06000,-0.001244
12060,2010-03-31,GE,20800304,0.133250,18.20000,0.133250
12060,2010-04-30,GE,16205127,0.036264,18.86000,0.036264
12060,2010-05-28,GE,20608194,-0.133086,16.35000,-0.133086
12060,2010-06-30,GE,17602826,-0.111927,14.42000,-0.118043
12060,2010-07-30,GE,15276691,0.117892,16.12000,0.117892
12060,2010-08-31,GE,12744051,-0.101737,14.48000,-0.101737
12060,2010-09-30,GE,12106826,0.130525,16.25000,0.122238
12060,2010-10-29,GE,13201537,-0.014154,16.02000,-0.014154
12060,2010-11-30,GE,11095263,-0.011860,15.83000,-0.011860
12060,2010-12-31,GE,12298715,0.164245,18.29000,0.155401
12060,2011-01-31,GE,14765584,0.101148,20.14000,0.101148
12060,2011-02-28,GE,9624655,0.045680,20.92000,0.038729
12060,2011-03-31,GE,14298573,-0.041587,20.05000,-0.041587
12060,2011-04-29,GE,10841496,0.019950,20.45000,0.019950
12060,2011-05-31,GE,9117413,-0.039609,19.64000,-0.039609
12060,2011-06-30,GE,11422591,-0.032077,18.86000,-0.039715
12060,2011-07-29,GE,10664303,-0.050371,17.91000,-0.050371
12060,2011-08-31,GE,20860706,-0.089336,16.31000,-0.089336
12060,2011-09-30,GE,17768016,-0.057633,15.22000,-0.066830
12060,2011-10-31,GE,14370949,0.097897,16.71000,0.097897
12060,2011-11-30,GE,12540110,-0.047875,15.91000,-0.047875
12060,2011-12-30,GE,15093340,0.136392,17.91000,0.125707
14593,2004-09-30,AAPL,1383267,0.123514,38.75000,0.123514
14593,2004-10-29,AAPL,2897588,0.352258,52.40000,0.352258
14593,2004-11-30,AAPL,3131989,0.279580,67.05000,0.279580
14593,2004-12-31,AAPL,2883794,-0.039523,64.40000,-0.039523
14593,2005-01-31,AAPL,4597442,0.194099,76.90000,0.194099
14593,2005-02-28,AAPL,3963516,0.166710,44.86000,0.166710
14593,2005-03-31,AAPL,5282698,-0.071110,41.67000,-0.071110
14593,2005-04-29,AAPL,6977839,-0.134629,36.06000,-0.134629
14593,2005-05-31,AAPL,4634280,0.102587,39.75930,0.102587
14593,2005-06-30,AAPL,4108637,-0.074179,36.81000,-0.074179
14593,2005-07-29,AAPL,3668736,0.158653,42.65000,0.158653
14593,2005-08-31,AAPL,3404997,0.099414,46.89000,0.099414
14593,2005-09-30,AAPL,4436413,0.143314,53.61000,0.143314
14593,2005-10-31,AAPL,6701524,0.074240,57.59000,0.074240
14593,2005-11-30,AAPL,4836031,0.177635,67.82000,0.177635
14593,2005-12-30,AAPL,4699521,0.060012,71.89000,0.060012
14593,2006-01-31,AAPL,7857118,0.050355,75.51000,0.050355
14593,2006-02-28,AAPL,6719170,-0.092968,68.49000,-0.092968
14593,2006-03-31,AAPL,8301446,-0.084246,62.72000,-0.084246
14593,2006-04-28,AAPL,7201507,0.122290,70.39000,0.122290
14593,2006-05-31,AAPL,5588073,-0.150874,59.77000,-0.150874
14593,2006-06-30,AAPL,6427022,-0.041827,57.27000,-0.041827
14593,2006-07-31,AAPL,6257581,0.186660,67.96000,0.186660
14593,2006-08-31,AAPL,6404040,-0.001619,67.85000,-0.001619
14593,2006-09-29,AAPL,6345378,0.134562,76.98000,0.134562
14593,2006-10-31,AAPL,5151339,0.053261,81.08000,0.053261
14593,2006-11-30,AAPL,4950261,0.130488,91.66000,0.130488
14593,2006-12-29,AAPL,6061023,-0.074405,84.84000,-0.074405
14593,2007-01-31,AAPL,9784726,0.010490,85.73000,0.010490
14593,2007-02-28,AAPL,4911382,-0.013064,84.61000,-0.013064
14593,2007-03-30,AAPL,5696711,0.098097,92.91000,0.098097
14593,2007-04-30,AAPL,4835614,0.074158,99.80000,0.074158
14593,2007-05-31,AAPL,6124188,0.214339,121.19100,0.214339
14593,2007-06-29,AAPL,8340732,0.007005,122.04000,0.007005
14593,2007-07-31,AAPL,8638940,0.079646,131.75999,0.079646
14593,2007-08-31,AAPL,8708524,0.051002,138.48000,0.051002
14593,2007-09-28,AAPL,7481420,0.108247,153.47000,0.108247
14593,2007-10-31,AAPL,8322211,0.237701,189.95000,0.237701
14593,2007-11-30,AAPL,9362944,-0.040695,182.22000,-0.040695
14593,2007-12-31,AAPL,6166526,0.087038,198.08000,0.087038
14593,2008-01-31,AAPL,12571229,-0.316640,135.36000,-0.316640
14593,2008-02-29,AAPL,8881250,-0.076389,125.02000,-0.076389
14593,2008-03-31,AAPL,8196283,0.147816,143.50000,0.147816
14593,2008-04-30,AAPL,8147836,0.212195,173.95000,0.212195
14593,2008-05-30,AAPL,6641516,0.085082,188.75000,0.085082
14593,2008-06-30,AAPL,6959619,-0.112901,167.44000,-0.112901
14593,2008-07-31,AAPL,7055404,-0.050705,158.95000,-0.050705
14593,2008-08-29,AAPL,4674638,0.066562,169.53000,0.066562
14593,2008-09-30,AAPL,8597382,-0.329558,113.66000,-0.329558
14593,2008-10-31,AAPL,14799055,-0.053405,107.59000,-0.053405
14593,2008-11-28,AAPL,8441033,-0.138675,92.67000,-0.138675
14593,2008-12-31,AAPL,7285237,-0.078990,85.35000,-0.078990
14593,2009-01-30,AAPL,6527919,0.056005,90.13000,0.056005
14593,2009-02-27,AAPL,5153913,-0.009098,89.31000,-0.009098
14593,2009-03-31,AAPL,5728764,0.177024,105.12000,0.177024
14593,2009-04-30,AAPL,4340566,0.197013,125.83000,0.197013
14593,2009-05-29,AAPL,3465709,0.079313,135.81000,0.079313
14593,2009-06-30,AAPL,4639900,0.048745,142.42999,0.048745
14593,2009-07-31,AAPL,4003812,0.147160,163.39000,0.147160
14593,2009-08-31,AAPL,3010562,0.029500,168.21001,0.029500
14593,2009-09-30,AAPL,3687867,0.101896,185.35001,0.101896
14593,2009-10-30,AAPL,4763374,0.016995,188.50000,0.016995
14593,2009-11-30,AAPL,3116096,0.060531,199.91000,0.060531
14593,2009-12-31,AAPL,4186200,0.054134,210.73199,0.054134
14593,2010-01-29,AAPL,5575899,-0.088591,192.06300,-0.088591
14593,2010-02-26,AAPL,3948388,0.065380,204.62000,0.065380
14593,2010-03-31,AAPL,4451058,0.148470,235.00000,0.148470
14593,2010-04-30,AAPL,4539345,0.111021,261.09000,0.111021
14593,2010-05-28,AAPL,6656423,-0.016125,256.88000,-0.016125
14593,2010-06-30,AAPL,6132684,-0.020827,251.53000,-0.020827
14593,2010-07-30,AAPL,5775158,0.022741,257.25000,0.022741
14593,2010-08-31,AAPL,3554056,-0.055005,243.10001,-0.055005
14593,2010-09-30,AAPL,4387687,0.167215,283.75000,0.167215
14593,2010-10-29,AAPL,4529149,0.060723,300.98001,0.060723
14593,2010-11-30,AAPL,3525278,0.033790,311.14999,0.033790
14593,2010-12-31,AAPL,2580173,0.036670,322.56000,0.036670
14593,2011-01-31,AAPL,4017673,0.051959,339.32001,0.051959
14593,2011-02-28,AAPL,3459849,0.040935,353.20999,0.040935
14593,2011-03-31,AAPL,4253054,-0.013314,348.50751,-0.013314
14593,2011-04-29,AAPL,3437440,0.004656,350.13000,0.004656
14593,2011-05-31,AAPL,2580262,-0.006569,347.82999,-0.006569
14593,2011-06-30,AAPL,3449685,-0.034960,335.67001,-0.034960
14593,2011-07-29,AAPL,3929412,0.163285,390.48001,0.163285
14593,2011-08-31,AAPL,5981498,-0.014469,384.82999,-0.014469
14593,2011-09-30,AAPL,4428460,-0.009121,381.32001,-0.009121
14593,2011-10-31,AAPL,4844030,0.061523,404.78000,0.061523
14593,2011-11-30,AAPL,3300869,-0.055783,382.20001,-0.055783
14593,2011-12-30,AAPL,2327054,0.059655,405.00000,0.059655
17778,2004-09-30,BRK,49,-0.004023,86650.00000,-0.004023
17778,2004-10-29,BRK,67,-0.027698,84250.00000,-0.027698
17778,2004-11-30,BRK,78,-0.006528,83700.00000,-0.006528
17778,2004-12-31,BRK,103,0.050179,87900.00000,0.050179
17778,2005-01-31,BRK,70,0.022753,89900.00000,0.022753
17778,2005-02-28,BRK,48,0.003337,90200.00000,0.003337
17778,2005-03-31,BRK,92,-0.035477,87000.00000,-0.035477
17778,2005-04-29,BRK,146,-0.030460,84350.00000,-0.030460
17778,2005-05-31,BRK,83,-0.002964,84100.00000,-0.002964
17778,2005-06-30,BRK,59,-0.007134,83500.00000,-0.007134
17778,2005-07-29,BRK,38,0.000000,83500.00000,0.000000
17778,2005-08-31,BRK,65,-0.004192,83150.00000,-0.004192
17778,2005-09-30,BRK,130,-0.013830,82000.00000,-0.013830
17778,2005-10-31,BRK,97,0.047561,85900.00000,0.047561
17778,2005-11-30,BRK,94,0.040629,89390.00000,0.040629
17778,2005-12-30,BRK,64,-0.008614,88620.00000,-0.008614
17778,2006-01-31,BRK,71,0.009817,89490.00000,0.009817
17778,2006-02-28,BRK,49,-0.030059,86800.00000,-0.030059
17778,2006-03-31,BRK,91,0.040899,90350.00000,0.040899
17778,2006-04-28,BRK,83,-0.014942,89000.00000,-0.014942
17778,2006-05-31,BRK,129,0.036966,92290.00000,0.036966
17778,2006-06-30,BRK,96,-0.006837,91659.00000,-0.006837
17778,2006-07-31,BRK,78,-0.000644,91600.00000,-0.000644
17778,2006-08-31,BRK,74,0.049094,96097.00000,0.049094
17778,2006-09-29,BRK,62,-0.003091,95800.00000,-0.003091
17778,2006-10-31,BRK,95,0.100992,105475.00000,0.100992
17778,2006-11-30,BRK,85,0.015406,107100.00000,0.015406
17778,2006-12-29,BRK,73,0.026984,109990.00000,0.026984
17778,2007-01-31,BRK,77,0.000546,110050.00000,0.000546
17778,2007-02-28,BRK,76,-0.035075,106190.00000,-0.035075
17778,2007-03-30,BRK,72,0.026368,108990.00000,0.026368
17778,2007-04-30,BRK,56,0.001927,109200.00000,0.001927
17778,2007-05-31,BRK,114,0.002656,109490.00000,0.002656
17778,2007-06-29,BRK,82,-0.000137,109475.00000,-0.000137
17778,2007-07-31,BRK,82,0.004796,110000.00000,0.004796
17778,2007-08-31,BRK,109,0.076273,118390.00000,0.076273
17778,2007-09-28,BRK,55,0.001014,118510.00000,0.001014
17778,2007-10-31,BRK,96,0.118049,132500.00000,0.118049
17778,2007-11-30,BRK,176,0.057358,140100.00000,0.057358
17778,2007-12-31,BRK,136,0.010707,141600.00000,0.010707
17778,2008-01-31,BRK,158,-0.039548,136000.00000,-0.039548
17778,2008-02-29,BRK,107,0.029412,140000.00000,0.029412
17778,2008-03-31,BRK,144,-0.047143,133400.00000,-0.047143
17778,2008-04-30,BRK,144,0.003373,133850.00000,0.003373
17778,2008-05-30,BRK,186,0.005977,134650.00000,0.005977
17778,2008-06-30,BRK,121,-0.103231,120750.00000,-0.103231
17778,2008-07-31,BRK,181,-0.052174,114450.00000,-0.052174
17778,2008-08-29,BRK,149,0.018785,116600.00000,0.018785
17778,2008-09-30,BRK,312,0.120069,130600.00000,0.120069
17778,2008-10-31,BRK,428,-0.115697,115490.00000,-0.115697
17778,2008-11-28,BRK,404,-0.099489,104000.00000,-0.099489
17778,2008-12-31,BRK,249,-0.071154,96600.00000,-0.071154
17778,2009-01-30,BRK,188,-0.073478,89502.00000,-0.073478
17778,2009-02-27,BRK,284,-0.121807,78600.00000,-0.121807
17778,2009-03-31,BRK,346,0.103053,86700.00000,0.103053
17778,2009-04-30,BRK,222,0.084198,94000.00000,0.084198
17778,2009-05-29,BRK,166,-0.025532,91600.00000,-0.025532
17778,2009-06-30,BRK,158,-0.017467,90000.00000,-0.017467
17778,2009-07-31,BRK,155,0.077778,97000.00000,0.077778
17778,2009-08-31,BRK,189,0.039691,100850.00000,0.039691
17778,2009-09-30,BRK,176,0.001487,101000.00000,0.001487
17778,2009-10-30,BRK,177,-0.019802,99000.00000,-0.019802
17778,2009-11-30,BRK,231,0.016162,100600.00000,0.016162
17778,2009-12-31,BRK,232,-0.013917,99200.00000,-0.013917
17778,2010-01-29,BRK,561,0.155242,114600.00000,0.155242
17778,2010-02-26,BRK,1112,0.045375,119800.00000,0.045375
17778,2010-03-31,BRK,366,0.016694,121800.00000,0.016694
17778,2010-04-30,BRK,167,-0.053161,115325.00000,-0.053161
17778,2010-05-28,BRK,178,-0.081639,105910.00000,-0.081639
17778,2010-06-30,BRK,234,0.133037,120000.00000,0.133037
17778,2010-07-30,BRK,184,-0.025000,117000.00000,-0.025000
17778,2010-08-31,BRK,124,0.014316,118675.00000,0.014316
17778,2010-09-30,BRK,163,0.049084,124500.00000,0.049084
17778,2010-10-29,BRK,128,-0.041767,119300.00000,-0.041767
17778,2010-11-30,BRK,129,0.007544,120200.00000,0.007544
17778,2010-12-31,BRK,115,0.002080,120450.00000,0.002080
17778,2011-01-31,BRK,121,0.016397,122425.00000,0.016397
17778,2011-02-28,BRK,92,0.072493,131300.00000,0.072493
17778,2011-03-31,BRK,111,-0.045697,125300.00000,-0.045697
17778,2011-04-29,BRK,100,-0.004389,124750.00000,-0.004389
17778,2011-05-31,BRK,79,-0.047896,118775.00000,-0.047896
17778,2011-06-30,BRK,109,-0.022479,116105.00000,-0.022479
17778,2011-07-29,BRK,88,-0.039662,111500.00000,-0.039662
17778,2011-08-31,BRK,200,-0.015525,109769.00000,-0.015525
17778,2011-09-30,BRK,153,-0.027048,106800.00000,-0.027048
17778,2011-10-31,BRK,141,0.095037,116950.00000,0.095037
17778,2011-11-30,BRK,125,0.013254,118500.00000,0.013254
17778,2011-12-30,BRK,99,-0.031603,114755.00000,-0.031603
83443,2004-09-30,BRK,1825,-0.007947,2871.00000,-0.007947
83443,2004-10-29,BRK,3007,-0.023337,2804.00000,-0.023337
83443,2004-11-30,BRK,2793,-0.008559,2780.00000,-0.008559
83443,2004-12-31,BRK,2720,0.056115,2936.00000,0.056115
83443,2005-01-31,BRK,3060,0.019792,2994.11011,0.019792
83443,2005-02-28,BRK,2100,0.006977,3015.00000,0.006977
83443,2005-03-31,BRK,4279,-0.052736,2856.00000,-0.052736
83443,2005-04-29,BRK,4057,-0.020305,2798.01001,-0.020305
83443,2005-05-31,BRK,2554,0.004285,2810.00000,0.004285
83443,2005-06-30,BRK,2229,-0.009431,2783.50000,-0.009431
83443,2005-07-29,BRK,2122,-0.000539,2782.00000,-0.000539
83443,2005-08-31,BRK,2938,-0.002157,2776.00000,-0.002157
83443,2005-09-30,BRK,3998,-0.016210,2731.00000,-0.016210
83443,2005-10-31,BRK,2581,0.030758,2815.00000,0.030758
83443,2005-11-30,BRK,3443,0.049734,2955.00000,0.049734
83443,2005-12-30,BRK,2008,-0.006599,2935.50000,-0.006599
83443,2006-01-31,BRK,2374,-0.001192,2932.00000,-0.001192
83443,2006-02-28,BRK,1959,-0.015007,2888.00000,-0.015007
83443,2006-03-31,BRK,3981,0.042936,3012.00000,0.042936
83443,2006-04-28,BRK,4023,-0.019920,2952.00000,-0.019920
83443,2006-05-31,BRK,3998,0.039634,3069.00000,0.039634
83443,2006-06-30,BRK,3255,-0.008472,3043.00000,-0.008472
83443,2006-07-31,BRK,2746,0.001314,3047.00000,0.001314
83443,2006-08-31,BRK,3174,0.051362,3203.50000,0.051362
83443,2006-09-29,BRK,2431,-0.009209,3174.00000,-0.009209
83443,2006-10-31,BRK,3425,0.107435,3515.00000,0.107435
83443,2006-11-30,BRK,3423,0.011380,3555.00000,0.011380
83443,2006-12-29,BRK,3678,0.031224,3666.00000,0.031224
83443,2007-01-31,BRK,3132,0.000368,3667.35010,0.000368
83443,2007-02-28,BRK,3327,-0.039361,3523.00000,-0.039361
83443,2007-03-30,BRK,2626,0.033210,3640.00000,0.033210
83443,2007-04-30,BRK,2109,-0.003297,3628.00000,-0.003297
83443,2007-05-31,BRK,2806,-0.000827,3625.00000,-0.000827
83443,2007-06-29,BRK,2391,-0.005517,3605.00000,-0.005517
83443,2007-07-31,BRK,2412,-0.000277,3604.00000,-0.000277
83443,2007-08-31,BRK,4193,0.079356,3890.00000,0.079356
83443,2007-09-28,BRK,2757,0.015938,3952.00000,0.015938
83443,2007-10-31,BRK,4009,0.116903,4414.00000,0.116903
83443,2007-11-30,BRK,5658,0.062528,4690.00000,0.062528
83443,2007-12-31,BRK,5266,0.009808,4736.00000,0.009808
83443,2008-01-31,BRK,5587,-0.039274,4550.00000,-0.039274
83443,2008-02-29,BRK,3555,0.027363,4674.50000,0.027363
83443,2008-03-31,BRK,4510,-0.043128,4472.89990,-0.043128
83443,2008-04-30,BRK,4134,-0.003555,4457.00000,-0.003555
83443,2008-05-30,BRK,8213,0.009199,4498.00000,0.009199
83443,2008-06-30,BRK,4719,-0.108048,4012.00000,-0.108048
83443,2008-07-31,BRK,6154,-0.045613,3829.00000,-0.045613
83443,2008-08-29,BRK,4243,0.019065,3902.00000,0.019065
83443,2008-09-30,BRK,7240,0.126345,4395.00000,0.126345
83443,2008-10-31,BRK,12431,-0.126280,3840.00000,-0.126280
83443,2008-11-28,BRK,11760,-0.088802,3499.00000,-0.088802
83443,2008-12-31,BRK,7431,-0.081452,3214.00000,-0.081452
83443,2009-01-30,BRK,6140,-0.070006,2989.00000,-0.070006
83443,2009-02-27,BRK,9795,-0.142188,2564.00000,-0.142188
83443,2009-03-31,BRK,11269,0.099844,2820.00000,0.099844
83443,2009-04-30,BRK,7797,0.086879,3065.00000,0.086879
83443,2009-05-29,BRK,6479,-0.030343,2972.00000,-0.030343
83443,2009-06-30,BRK,5998,-0.025663,2895.72998,-0.025663
83443,2009-07-31,BRK,7492,0.098341,3180.50000,0.098341
83443,2009-08-31,BRK,7165,0.033171,3286.00000,0.033171
83443,2009-09-30,BRK,5877,0.011260,3323.00000,0.011260
83443,2009-10-30,BRK,7065,-0.012037,3283.00000,-0.012037
83443,2009-11-30,BRK,8934,0.021322,3353.00000,0.021322
83443,2009-12-31,BRK,7007,-0.019982,3286.00000,-0.019982
83443,2010-01-29,BRK,871262,0.162964,76.43000,0.162964
83443,2010-02-26,BRK,5651074,0.048410,80.13000,0.048410
83443,2010-03-31,BRK,1542455,0.014227,81.27000,0.014227
83443,2010-04-30,BRK,921510,-0.052541,77.00000,-0.052541
83443,2010-05-28,BRK,1229133,-0.083766,70.55000,-0.083766
83443,2010-06-30,BRK,2830131,0.129553,79.69000,0.129553
83443,2010-07-30,BRK,1423966,-0.019701,78.12000,-0.019701
83443,2010-08-31,BRK,1194215,0.008448,78.78000,0.008448
83443,2010-09-30,BRK,1395542,0.049505,82.68000,0.049505
83443,2010-10-29,BRK,926560,-0.037736,79.56000,-0.037736
83443,2010-11-30,BRK,935400,0.001508,79.68000,0.001508
83443,2010-12-31,BRK,815715,0.005397,80.11000,0.005397
83443,2011-01-31,BRK,841370,0.020472,81.75000,0.020472
83443,2011-02-28,BRK,738596,0.067645,87.28000,0.067645
83443,2011-03-31,BRK,1060525,-0.041819,83.63000,-0.041819
83443,2011-04-29,BRK,781294,-0.003946,83.30000,-0.003946
83443,2011-05-31,BRK,781316,-0.050780,79.07000,-0.050780
83443,2011-06-30,BRK,1104093,-0.021247,77.39000,-0.021247
83443,2011-07-29,BRK,945368,-0.041607,74.17000,-0.041607
83443,2011-08-31,BRK,2180078,-0.015775,73.00000,-0.015775
83443,2011-09-30,BRK,1741450,-0.026849,71.04000,-0.026849
83443,2011-10-31,BRK,1582009,0.096002,77.86000,0.096002
83443,2011-11-30,BRK,1228581,0.011559,78.76000,0.011559
83443,2011-12-30,BRK,1064339,-0.031234,76.30000,-0.031234
83541,2004-09-30,ONXX,155978,0.158051,43.01000,0.158051
83541,2004-10-29,ONXX,355153,-0.347594,28.06000,-0.347594
83541,2004-11-30,ONXX,150363,0.114754,31.28000,0.114754
83541,2004-12-31,ONXX,151370,0.035486,32.39000,0.035486
83541,2005-01-31,ONXX,157626,-0.103427,29.04000,-0.103427
83541,2005-02-28,ONXX,164926,-0.003444,28.94000,-0.003444
83541,2005-03-31,ONXX,466936,0.083276,31.35000,0.083276
83541,2005-04-29,ONXX,218432,-0.015311,30.87000,-0.015311
83541,2005-05-31,ONXX,366851,-0.190476,24.99000,-0.190476
83541,2005-06-30,ONXX,169023,-0.046819,23.82000,-0.046819
83541,2005-07-29,ONXX,266463,-0.015533,23.45000,-0.015533
83541,2005-08-31,ONXX,172186,-0.150533,19.92000,-0.150533
83541,2005-09-30,ONXX,160630,0.253514,24.97000,0.253514
83541,2005-10-31,ONXX,171060,0.028835,25.69000,0.028835
83541,2005-11-30,ONXX,230375,-0.017906,25.23000,-0.017906
83541,2005-12-30,ONXX,264312,0.141498,28.80000,0.141498
83541,2006-01-31,ONXX,207371,-0.024653,28.09000,-0.024653
83541,2006-02-28,ONXX,119162,0.014596,28.50000,0.014596
83541,2006-03-31,ONXX,122258,-0.078596,26.26000,-0.078596
83541,2006-04-28,ONXX,138508,-0.110815,23.35000,-0.110815
83541,2006-05-31,ONXX,203160,-0.143897,19.99000,-0.143897
83541,2006-06-30,ONXX,448219,-0.158079,16.83000,-0.158079
83541,2006-07-31,ONXX,120225,-0.066548,15.71000,-0.066548
83541,2006-08-31,ONXX,212024,-0.038192,15.11000,-0.038192
83541,2006-09-29,ONXX,179113,0.144275,17.29000,0.144275
83541,2006-10-31,ONXX,187376,0.086177,18.78000,0.086177
83541,2006-11-30,ONXX,254477,-0.068158,17.50000,-0.068158
83541,2006-12-29,ONXX,501032,-0.395429,10.58000,-0.395429
83541,2007-01-31,ONXX,293399,0.120038,11.85000,0.120038
83541,2007-02-28,ONXX,1452529,1.215190,26.25000,1.215190
83541,2007-03-30,ONXX,367811,-0.053714,24.84000,-0.053714
83541,2007-04-30,ONXX,226728,0.077295,26.76000,0.077295
83541,2007-05-31,ONXX,394262,0.118087,29.92000,0.118087
83541,2007-06-29,ONXX,702948,-0.100936,26.90000,-0.100936
83541,2007-07-31,ONXX,243955,0.033829,27.81000,0.033829
83541,2007-08-31,ONXX,493239,0.424667,39.62000,0.424667
83541,2007-09-28,ONXX,267376,0.098435,43.52000,0.098435
83541,2007-10-31,ONXX,227830,0.073300,46.71000,0.073300
83541,2007-11-30,ONXX,394139,0.167630,54.54000,0.167630
83541,2007-12-31,ONXX,149893,0.019802,55.62000,0.019802
83541,2008-01-31,ONXX,283446,-0.145451,47.53000,-0.145451
83541,2008-02-29,ONXX,659077,-0.425205,27.32000,-0.425205
83541,2008-03-31,ONXX,303978,0.062592,29.03000,0.062592
83541,2008-04-30,ONXX,253446,0.211161,35.16000,0.211161
83541,2008-05-30,ONXX,251078,0.005119,35.34000,0.005119
83541,2008-06-30,ONXX,211881,0.007357,35.60000,0.007357
83541,2008-07-31,ONXX,397019,0.137640,40.50000,0.137640
83541,2008-08-29,ONXX,307006,0.009136,40.87000,0.009136
83541,2008-09-30,ONXX,223641,-0.114754,36.18000,-0.114754
83541,2008-10-31,ONXX,257627,-0.254284,26.98000,-0.254284
83541,2008-11-28,ONXX,172028,0.041512,28.10000,0.041512
83541,2008-12-31,ONXX,193202,0.215658,34.16000,0.215658
83541,2009-01-30,ONXX,185661,-0.109192,30.43000,-0.109192
83541,2009-02-27,ONXX,248017,-0.014459,29.99000,-0.014459
83541,2009-03-31,ONXX,195589,-0.048016,28.55000,-0.048016
83541,2009-04-30,ONXX,200067,-0.092820,25.90000,-0.092820
83541,2009-05-29,ONXX,225462,-0.086486,23.66000,-0.086486
83541,2009-06-30,ONXX,162441,0.194421,28.26000,0.194421
83541,2009-07-31,ONXX,247870,0.271054,35.92000,0.271054
83541,2009-08-31,ONXX,285824,-0.107183,32.07000,-0.107183
83541,2009-09-30,ONXX,299713,-0.065482,29.97000,-0.065482
